Date,Open,High,Low,Close,Volume,Adj Close
2006-11-03,79.08,79.33,78.12,78.58,1814000,64.57
2006-11-02,78.84,79.30,78.58,78.88,2899900,64.82
2006-11-01,78.83,79.11,78.28,78.84,2910500,64.78
2006-10-31,78.99,79.60,78.11,78.84,2677300,64.78
2006-10-30,78.99,79.25,78.54,78.94,1193400,64.87
2006-10-27,79.20,79.73,78.88,78.95,2329100,64.87
2006-10-26,79.46,79.50,78.54,79.24,2392200,65.11
2006-10-25,79.75,79.95,78.82,79.46,2297600,65.29
2006-10-24,79.95,80.58,79.70,79.89,3196500,65.65
2006-10-23,78.50,80.88,78.50,80.09,5275100,65.81
2006-10-20,78.09,79.40,77.29,78.47,7998800,64.48
2006-10-19,75.53,76.47,75.53,76.40,2781500,62.78
2006-10-18,76.00,76.24,75.20,75.53,2566500,62.06
2006-10-17,75.25,76.00,75.15,75.80,2517000,62.29
2006-10-16,75.60,75.99,75.34,75.75,1932400,62.25
2006-10-13,75.83,75.92,75.35,75.40,1753200,61.96
2006-10-12,75.44,75.55,74.86,75.43,2110700,61.98
2006-10-11,75.20,75.60,74.99,75.47,2665400,62.02
2006-10-10,75.69,75.76,75.14,75.20,1898500,61.79
2006-10-09,75.56,75.91,75.43,75.80,1817900,62.29
2006-10-06,75.95,76.16,75.77,75.95,2595100,62.41
2006-10-05,75.00,75.95,75.00,75.92,2616500,62.38
2006-10-04,74.03,75.02,74.03,74.87,3025200,61.52
2006-10-03,73.26,74.12,73.00,74.03,2974100,60.83
2006-10-02,74.70,74.70,73.33,73.59,2943000,60.47
2006-09-29,74.60,75.00,74.30,74.42,2592200,61.15
2006-09-28,74.60,74.99,74.12,74.60,2736900,61.30
2006-09-27,74.85,74.97,74.35,74.65,3383700,61.34
2006-09-26,74.10,75.00,74.00,74.75,4888700,61.42
2006-09-25,73.18,73.80,72.63,73.70,4234500,60.56
2006-09-22,73.30,73.56,72.22,73.07,2408800,60.04
2006-09-21,73.75,73.95,72.67,73.11,3337700,60.08
2006-09-20,73.30,74.10,73.17,73.42,3855000,60.33
2006-09-19,74.78,75.37,72.96,73.25,2620900,60.19
2006-09-18,74.14,74.40,73.50,73.89,2478700,60.72
2006-09-15,74.25,74.70,74.02,74.14,5656700,60.92
2006-09-14,73.40,73.77,73.20,73.53,2624700,60.42
2006-09-13,72.60,73.79,72.60,73.37,3556400,60.29
2006-09-12,71.68,72.75,71.22,72.57,3867600,59.63
2006-09-11,71.52,71.52,70.80,71.35,2189500,58.63
2006-09-08,70.75,71.59,70.60,71.51,2316400,58.76
2006-09-07,71.50,71.70,70.59,70.59,3276800,58.01
2006-09-06,71.35,71.74,71.04,71.50,2503700,58.75
2006-09-05,71.74,72.00,71.13,71.35,2913000,58.63
2006-09-01,71.74,72.32,71.65,71.72,2487300,58.93
2006-08-31,71.80,71.97,71.45,71.70,1780800,58.92
2006-08-30,72.00,72.00,71.43,71.44,2572100,58.70
2006-08-29,70.94,71.81,70.45,71.61,3208000,58.84
2006-08-28,69.75,71.29,69.75,70.94,2658400,58.29
2006-08-25,70.06,70.40,69.62,69.92,3085100,57.45
2006-08-24,70.50,70.58,69.65,70.10,2485000,57.60
2006-08-23,71.05,71.43,70.04,70.34,2783700,57.80
2006-08-22,71.13,71.73,71.12,71.29,2092600,58.20
2006-08-21,71.30,71.46,70.94,71.12,2436900,58.06
2006-08-18,71.52,71.57,71.03,71.21,2485700,58.14
2006-08-17,70.79,71.57,70.50,71.20,3167400,58.13
2006-08-16,70.30,70.94,70.15,70.79,5245000,57.79
2006-08-15,69.49,69.84,69.19,69.78,4650600,56.97
2006-08-14,68.53,69.28,68.45,68.62,4531200,56.02
2006-08-11,68.55,68.94,68.37,68.53,3368600,55.95
2006-08-10,68.41,69.03,68.28,68.41,3124500,55.85
2006-08-09,69.36,69.36,68.18,68.30,3581000,55.76
2006-08-08,69.45,69.51,68.28,68.56,4072500,55.97
2006-08-07,69.40,69.41,68.78,69.00,3613700,56.33
2006-08-04,69.90,70.29,69.06,69.45,4134800,56.70
2006-08-03,69.61,69.79,69.21,69.28,4595900,56.56
2006-08-02,69.91,70.09,69.55,69.61,4835300,56.83
2006-08-01,70.00,70.11,69.44,69.91,3403200,57.08
2006-07-31,70.10,70.98,70.04,70.40,3069800,57.48
2006-07-28,70.31,70.58,69.78,70.52,4012000,57.57
2006-07-27,69.89,70.70,69.46,69.75,6141000,56.95
2006-07-26,68.11,69.83,67.35,69.06,9168600,56.38
2006-07-25,71.00,71.01,67.05,68.11,18859900,55.61
2006-07-24,71.05,71.69,70.74,71.69,3472600,58.53
2006-07-21,71.37,71.72,69.92,70.72,5617600,57.74
2006-07-20,71.40,71.70,71.06,71.10,3413500,58.05
2006-07-19,71.15,71.38,70.64,71.02,5367700,57.98
2006-07-18,70.90,71.03,70.49,70.85,5283000,57.84
2006-07-17,71.20,71.49,70.17,70.66,5183900,57.69
2006-07-14,71.66,71.97,70.88,71.22,4350900,58.15
2006-07-13,72.48,72.57,71.41,71.63,4816000,58.48
2006-07-12,73.50,73.60,72.46,72.72,4320700,59.37
2006-07-11,73.25,73.72,72.64,73.09,5431100,59.67
2006-07-10,74.48,74.62,72.82,73.11,9215500,59.69
2006-07-07,76.28,76.28,73.84,74.10,24358800,60.50
2006-07-06,80.87,81.60,80.81,81.39,2280500,66.45
2006-07-05,80.90,80.92,80.12,80.55,2157900,65.76
2006-07-03,81.15,81.23,80.79,81.12,654600,66.23
2006-06-30,81.64,81.75,80.71,80.77,3268700,65.94
2006-06-29,79.29,81.50,79.29,81.15,2765500,66.25
2006-06-28,78.71,79.36,78.61,79.28,1787900,64.73
2006-06-27,80.40,80.93,78.62,78.70,2527400,64.25
2006-06-26,79.92,80.35,79.60,80.21,1626900,65.48
2006-06-23,79.60,80.28,79.49,79.92,2398400,65.25
2006-06-22,80.65,80.80,79.29,79.59,1793800,64.98
2006-06-21,79.90,81.32,79.90,80.40,2337200,65.64
2006-06-20,79.43,80.61,79.05,79.89,2139400,65.22
2006-06-19,80.70,80.70,78.89,79.43,2448300,64.85
2006-06-16,80.98,81.15,80.31,80.51,3509500,65.73
2006-06-15,79.65,81.34,79.25,80.90,3190000,66.05
2006-06-14,79.80,80.47,79.28,79.90,2488900,65.23
2006-06-13,80.35,81.23,79.94,79.96,3444200,65.28
2006-06-12,80.57,81.09,79.89,80.16,2535100,65.44
2006-06-09,81.39,81.87,80.25,80.57,2561200,65.78
2006-06-08,79.80,81.94,79.24,81.75,4435400,66.74
2006-06-07,82.26,82.28,80.34,80.34,3797800,65.59
2006-06-06,83.20,83.91,81.29,82.26,4299900,67.16
2006-06-05,84.10,84.33,82.88,82.95,2599500,67.72
2006-06-02,84.80,85.23,84.50,84.78,2318900,69.22
2006-06-01,83.66,84.67,83.14,84.51,1721800,69.00
2006-05-31,83.70,84.62,83.15,83.66,3364300,68.30
2006-05-30,83.50,83.98,83.35,83.46,2334600,68.14
2006-05-26,83.26,84.00,82.91,83.87,1838000,68.47
2006-05-25,83.95,84.23,82.86,83.26,2821900,67.97
2006-05-24,83.19,84.10,82.65,83.82,2906600,68.43
2006-05-23,83.60,84.02,83.01,83.44,2783600,68.12
2006-05-22,84.31,84.59,82.59,83.73,3006500,68.36
2006-05-19,84.56,84.92,83.71,84.31,2796400,68.83
2006-05-18,83.63,84.83,83.63,84.15,2690500,68.70
2006-05-17,85.90,85.97,84.12,84.42,4156000,68.92
2006-05-16,87.12,87.33,86.22,86.76,3198400,70.46
2006-05-15,86.70,87.21,86.07,87.12,2597500,70.75
2006-05-12,86.90,87.66,86.25,86.57,2526500,70.30
2006-05-11,87.25,87.64,86.78,87.17,2558100,70.79
2006-05-10,87.25,87.76,87.23,87.65,2818300,71.18
2006-05-09,87.61,87.80,86.82,87.58,4014700,71.12
2006-05-08,87.10,88.35,87.06,88.13,3523600,71.57
2006-05-05,86.69,87.30,86.54,87.30,3632000,70.90
2006-05-04,85.90,86.67,85.84,86.47,3324700,70.22
2006-05-03,84.75,85.90,84.61,85.90,3317600,69.76
2006-05-02,85.15,85.31,83.58,84.50,3807300,68.62
2006-05-01,85.51,85.73,84.84,84.97,2848100,69.00
2006-04-28,85.00,85.51,84.94,85.43,2531000,69.38
2006-04-27,85.00,85.68,84.50,85.23,2991300,69.21
2006-04-26,84.84,85.65,84.60,85.52,2704600,69.45
2006-04-25,85.00,85.50,84.40,84.81,3955800,68.87
2006-04-24,84.01,85.90,84.00,85.46,4363700,69.40
2006-04-21,84.00,85.50,83.91,85.06,9268200,69.08
2006-04-20,81.85,82.97,81.37,82.60,4281500,67.08
2006-04-19,81.69,82.39,81.66,81.88,2922500,66.49
2006-04-18,80.36,82.20,80.34,81.59,4374600,66.26
2006-04-17,80.55,80.71,79.31,80.26,3122500,65.18
2006-04-13,80.90,81.54,80.58,80.97,1793900,65.75
2006-04-12,79.98,81.37,79.98,81.10,2456800,65.86
2006-04-11,80.17,81.12,80.17,80.79,2791600,65.61
2006-04-10,80.11,81.37,80.11,80.98,2564200,65.76
2006-04-07,81.25,82.08,80.81,81.03,4107900,65.80
2006-04-06,79.99,82.01,79.54,81.38,10471100,66.09
2006-04-05,77.89,77.90,76.80,77.46,2784100,62.90
2006-04-04,76.52,77.99,76.52,77.00,3634600,62.53
2006-04-03,75.97,77.19,75.76,75.84,3603000,61.59
2006-03-31,76.52,76.88,75.61,75.69,3125800,61.47
2006-03-30,77.57,77.62,76.00,76.52,3362600,62.14
2006-03-29,77.81,78.74,77.56,77.56,5262600,62.99
2006-03-28,76.84,77.20,76.15,76.30,3511000,61.96
2006-03-27,76.70,77.23,76.51,76.84,2792500,62.40
2006-03-24,76.65,77.06,76.38,76.80,3419400,62.37
2006-03-23,76.68,76.96,76.01,76.77,3468700,62.34
2006-03-22,74.76,76.15,74.76,76.07,2954700,61.78
2006-03-21,75.20,75.34,74.63,74.93,3197700,60.85
2006-03-20,74.84,75.19,74.55,75.00,1748700,60.91
2006-03-17,75.30,75.45,74.75,74.79,4049500,60.74
2006-03-16,74.49,75.46,74.29,74.89,4338200,60.82
2006-03-15,73.28,74.24,73.01,74.00,2863500,60.09
2006-03-14,72.18,73.75,72.18,73.53,2629000,59.71
2006-03-13,72.50,72.52,71.88,72.09,1997600,58.54
2006-03-10,71.90,72.80,71.88,72.32,1832700,58.73
2006-03-09,72.53,72.76,71.77,71.80,2148800,58.31
2006-03-08,72.51,73.07,72.05,72.38,2494700,58.78
2006-03-07,71.80,72.34,71.60,72.27,2954800,58.69
2006-03-06,72.46,72.80,71.54,71.95,3587200,58.43
2006-03-03,73.05,73.29,72.66,72.88,3093200,59.19
2006-03-02,73.64,73.80,72.99,73.05,2657100,59.32
2006-03-01,74.19,74.19,73.51,73.67,2035500,59.83
2006-02-28,73.70,74.08,73.12,73.59,2695300,59.76
2006-02-27,74.00,74.66,73.69,73.69,2774300,59.84
2006-02-24,73.94,74.16,73.13,73.91,1931100,60.02
2006-02-23,73.10,74.08,73.00,73.65,2694800,59.81
2006-02-22,73.19,73.74,72.98,72.98,2674100,59.27
2006-02-21,73.67,74.10,72.85,73.20,3706300,59.07
2006-02-17,73.15,74.15,73.08,73.77,2338600,59.53
2006-02-16,73.20,73.35,72.50,73.05,2923000,58.95
2006-02-15,73.71,74.18,73.09,73.13,2672900,59.01
2006-02-14,73.50,74.12,73.41,73.70,3859400,59.47
2006-02-13,72.69,73.42,72.64,72.91,2320300,58.84
2006-02-10,72.29,72.99,71.50,72.61,2931700,58.60
2006-02-09,71.36,72.88,71.25,72.12,3798100,58.20
2006-02-08,70.65,71.28,70.30,71.00,2846100,57.30
2006-02-07,71.16,71.29,70.57,70.65,3132800,57.01
2006-02-06,71.00,71.30,70.99,71.17,2551500,57.43
2006-02-03,71.75,72.09,71.00,71.10,3258300,57.38
2006-02-02,73.16,73.68,72.05,72.15,3207100,58.22
2006-02-01,72.30,73.40,72.01,73.19,3829100,59.06
2006-01-31,72.40,73.25,71.96,72.75,5317900,58.71
2006-01-30,72.90,73.34,72.42,72.65,3463600,58.63
2006-01-27,72.45,73.25,72.40,72.65,3813100,58.63
2006-01-26,73.22,73.43,72.02,72.70,5027500,58.67
2006-01-25,73.25,73.83,72.75,73.00,7475200,58.91
2006-01-24,74.01,75.60,73.72,74.20,5511200,59.88
2006-01-23,75.50,76.23,74.81,75.70,2953500,61.09
2006-01-20,76.91,76.91,75.18,75.24,3284500,60.72
2006-01-19,77.19,77.37,76.70,76.91,1807100,62.07
2006-01-18,77.00,77.28,76.52,77.18,1833600,62.28
2006-01-17,77.10,77.62,77.00,77.09,2073400,62.21
2006-01-13,76.95,78.20,76.95,77.50,1925300,62.54
2006-01-12,78.20,78.23,77.20,77.70,2121100,62.70
2006-01-11,78.44,78.66,77.84,78.37,1909900,63.24
2006-01-10,79.00,79.01,78.08,78.53,1919900,63.37
2006-01-09,78.50,79.83,78.46,79.02,1845600,63.77
2006-01-06,78.64,78.90,77.64,78.63,2479500,63.45
2006-01-05,78.41,78.65,77.56,77.99,2529500,62.94
2006-01-04,79.49,79.49,78.25,78.71,2558000,63.52
2006-01-03,77.76,79.35,77.24,79.11,3117200,63.84
2005-12-30,78.11,78.30,77.45,77.50,1728600,62.54
2005-12-29,78.35,78.67,78.10,78.29,1374000,63.18
2005-12-28,77.59,78.46,77.54,78.20,1615600,63.11
2005-12-27,78.64,78.99,77.35,77.38,1826700,62.44
2005-12-23,77.89,78.93,73.47,78.60,1095700,63.43
2005-12-22,78.48,78.94,77.70,78.64,2386500,63.46
2005-12-21,77.63,78.25,77.56,78.05,1919700,62.99
2005-12-20,77.32,78.26,77.30,77.43,2974100,62.48
2005-12-19,76.90,77.75,76.85,77.57,2731100,62.60
2005-12-16,77.94,78.18,76.90,77.09,4755800,62.21
2005-12-15,77.37,77.98,76.97,77.49,2910600,62.53
2005-12-14,76.83,77.91,76.83,77.55,2102600,62.58
2005-12-13,77.40,77.80,76.68,76.95,2458300,62.10
2005-12-12,77.87,78.16,76.78,77.11,1990800,62.23
2005-12-09,77.46,78.08,76.91,77.86,2526300,62.83
2005-12-08,77.83,77.99,76.85,76.94,2247000,62.09
2005-12-07,78.40,78.90,77.10,77.38,3821000,62.44
2005-12-06,78.45,78.70,77.52,77.70,3448600,62.70
2005-12-05,79.10,79.79,78.14,78.32,2861800,63.20
2005-12-02,79.05,79.74,78.94,79.40,1734400,64.07
2005-12-01,78.77,79.84,78.74,79.27,2796200,63.97
2005-11-30,78.35,79.20,78.23,78.48,2928400,63.33
2005-11-29,78.21,78.75,78.17,78.35,2498300,63.23
2005-11-28,78.49,78.55,77.93,78.20,2268000,63.11
2005-11-25,78.07,78.35,77.75,78.32,1165000,63.20
2005-11-23,78.07,78.38,77.78,78.13,2635000,63.05
2005-11-22,79.10,79.32,77.65,78.28,4084500,63.17
2005-11-21,78.40,79.38,78.11,79.23,2577200,63.60
2005-11-18,78.75,78.75,77.65,78.16,3700000,62.74
2005-11-17,77.30,77.45,76.58,77.26,3958500,62.02
2005-11-16,78.40,78.64,76.52,76.91,4949300,61.74
2005-11-15,77.58,78.58,77.47,78.06,2579200,62.66
2005-11-14,77.35,77.85,77.23,77.63,2305200,62.31
2005-11-11,77.41,77.75,77.27,77.55,2075500,62.25
2005-11-10,76.09,77.30,75.76,77.18,3005100,61.95
2005-11-09,76.00,76.67,75.82,76.09,2414900,61.08
2005-11-08,75.85,76.38,75.50,75.95,1895000,60.97
2005-11-07,75.65,76.34,75.35,75.85,1821300,60.89
2005-11-04,75.35,75.90,74.88,75.13,2476100,60.31
2005-11-03,75.30,75.73,74.61,75.14,2522500,60.32
2005-11-02,75.08,75.41,74.40,75.15,3676700,60.32
2005-11-01,75.50,75.51,74.51,74.86,3679400,60.09
2005-10-31,76.24,76.48,75.54,75.98,3530400,60.99
2005-10-28,75.25,76.24,74.81,76.24,2727000,61.20
2005-10-27,75.42,75.90,74.76,74.81,1929700,60.05
2005-10-26,75.58,76.18,75.17,75.17,2012200,60.34
2005-10-25,75.75,76.29,75.13,75.67,2938700,60.74
2005-10-24,75.39,75.64,74.98,75.56,2375400,60.65
2005-10-21,74.75,75.65,74.72,74.89,3111500,60.11
2005-10-20,75.65,75.95,74.51,74.90,3332200,60.12
2005-10-19,74.72,75.65,74.14,75.65,4182700,60.72
2005-10-18,73.30,75.39,73.09,74.71,7015700,59.97
2005-10-17,71.01,72.69,70.78,72.47,4737100,58.17
2005-10-14,70.28,70.78,70.08,70.72,2565900,56.77
2005-10-13,70.11,70.88,69.71,70.07,3405300,56.25
2005-10-12,70.29,71.25,70.15,70.38,3729600,56.49
2005-10-11,71.25,71.30,70.35,70.55,2861300,56.63
2005-10-10,72.00,72.20,71.26,71.39,1958900,57.31
2005-10-07,71.51,71.99,71.27,71.73,2306900,57.58
2005-10-06,71.36,71.77,70.49,71.11,3921100,57.08
2005-10-05,71.41,71.93,71.15,71.17,3615700,57.13
2005-10-04,72.53,72.90,71.40,71.50,2830800,57.39
2005-10-03,73.26,73.63,72.45,72.53,2140800,58.22
2005-09-30,73.18,73.48,73.00,73.36,1855800,58.89
2005-09-29,72.89,73.39,72.48,73.18,2824000,58.74
2005-09-28,73.52,73.65,72.22,72.68,3060100,58.34
2005-09-27,73.00,73.39,72.80,73.18,1991400,58.74
2005-09-26,73.10,73.42,72.91,73.13,2588900,58.70
2005-09-23,72.80,72.96,72.24,72.55,2181800,58.24
2005-09-22,72.20,73.15,72.18,72.80,2442400,58.44
2005-09-21,72.36,72.72,71.90,72.33,2942500,58.06
2005-09-20,72.39,72.98,72.20,72.35,2664100,58.08
2005-09-19,73.25,73.30,72.15,72.50,2860100,58.20
2005-09-16,73.67,73.82,72.81,73.35,3959500,58.88
2005-09-15,73.52,73.82,72.84,73.31,2450300,58.85
2005-09-14,74.15,74.48,73.56,73.72,2407400,59.18
2005-09-13,74.04,74.58,73.98,74.00,3004200,59.40
2005-09-12,73.73,74.52,73.50,74.23,3933600,59.58
2005-09-09,73.45,73.87,73.10,73.52,2527100,59.02
2005-09-08,72.25,73.82,72.22,73.12,3615200,58.69
2005-09-07,72.83,74.30,72.70,73.77,3857400,59.22
2005-09-06,72.08,72.76,71.78,72.70,3239300,58.36
2005-09-02,71.39,71.69,71.04,71.50,2507300,57.39
2005-09-01,71.40,71.74,70.61,70.86,3004600,56.88
2005-08-31,70.86,71.24,70.51,71.15,2845000,57.11
2005-08-30,71.08,71.35,70.66,70.98,2386200,56.98
2005-08-29,70.50,71.37,70.41,71.08,1881100,57.06
2005-08-26,71.18,71.31,70.55,70.99,2995900,56.98
2005-08-25,71.53,71.54,71.05,71.30,2167600,57.23
2005-08-24,70.73,71.62,70.44,71.32,3735600,57.25
2005-08-23,71.92,71.92,70.85,70.99,3331300,56.98
2005-08-22,72.36,72.96,71.40,71.92,2856200,57.73
2005-08-19,72.16,72.90,71.93,72.07,2924100,57.85
2005-08-18,71.89,71.99,71.28,71.92,3032700,57.73
2005-08-17,71.24,72.06,71.14,71.76,2634100,57.60
2005-08-16,72.24,72.30,71.65,71.66,2481900,57.18
2005-08-15,72.00,72.62,71.20,72.18,3377900,57.60
2005-08-12,72.35,72.44,71.94,71.94,2723100,57.41
2005-08-11,72.22,72.44,71.83,72.36,3486300,57.74
2005-08-10,72.18,72.70,71.81,72.00,5062400,57.46
2005-08-09,72.47,72.90,71.93,72.00,3984500,57.46
2005-08-08,72.88,73.21,72.00,72.34,3747200,57.73
2005-08-05,73.35,73.65,72.91,72.99,2693800,58.25
2005-08-04,74.19,74.19,73.00,73.35,3281100,58.53
2005-08-03,74.55,74.76,73.92,74.19,3350800,59.20
2005-08-02,75.31,75.49,74.65,74.88,2441800,59.75
2005-08-01,75.10,75.35,74.71,75.30,2502800,60.09
2005-07-29,74.87,75.32,74.42,75.00,3068200,59.85
2005-07-28,73.69,74.79,73.64,74.70,3188600,59.61
2005-07-27,74.09,74.20,73.33,73.65,3194500,58.77
2005-07-26,74.63,74.63,73.78,73.78,2664000,58.88
2005-07-25,74.84,75.30,73.90,74.17,2943200,59.19
2005-07-22,74.80,74.95,74.00,74.71,2857200,59.62
2005-07-21,75.12,75.40,74.27,74.55,2799900,59.49
2005-07-20,74.11,74.75,73.99,74.68,2828100,59.59
2005-07-19,74.57,74.85,73.99,74.29,4230400,59.28
2005-07-18,75.45,76.14,74.28,74.53,4631600,59.48
2005-07-15,75.80,76.74,75.08,75.45,3573800,60.21
2005-07-14,75.12,75.97,75.07,75.43,2791600,60.19
2005-07-13,75.10,75.43,74.51,75.12,3299300,59.95
2005-07-12,76.14,76.14,74.86,74.87,3687700,59.75
2005-07-11,75.39,76.16,75.02,76.13,3709900,60.75
2005-07-08,73.90,75.24,73.60,75.00,3345000,59.85
2005-07-07,72.00,73.90,71.37,73.81,3714400,58.90
2005-07-06,73.63,73.63,72.83,72.83,3753600,58.12
2005-07-05,73.04,73.87,73.00,73.62,3999300,58.75
2005-07-01,72.31,73.12,71.03,73.00,8866000,58.25
2005-06-30,74.00,74.55,72.25,72.30,14756900,57.70
2005-06-29,77.07,77.08,75.97,76.04,2225100,60.68
2005-06-28,76.30,77.22,76.05,77.10,3008000,61.53
2005-06-27,75.68,76.32,75.50,75.79,2282700,60.48
2005-06-24,75.75,76.31,75.30,75.48,4004000,60.23
2005-06-23,78.21,78.25,75.58,75.87,4737000,60.54
2005-06-22,77.85,78.51,77.32,77.88,3977800,62.15
2005-06-21,77.40,77.99,77.00,77.19,2822300,61.60
2005-06-20,77.50,77.89,77.09,77.19,2281200,61.60
2005-06-17,77.67,78.55,76.85,76.92,3939400,61.38
2005-06-16,76.13,76.98,75.75,76.67,2295700,61.18
2005-06-15,76.90,77.05,75.80,76.13,2612400,60.75
2005-06-14,76.61,77.04,76.35,76.66,2363200,61.17
2005-06-13,75.96,76.95,75.60,76.09,2556500,60.72
2005-06-10,76.54,76.58,75.40,75.79,2776900,60.48
2005-06-09,76.56,77.03,75.80,76.18,2720900,60.79
2005-06-08,76.92,76.97,76.36,76.56,2042700,61.10
2005-06-07,76.50,77.44,76.21,76.34,2725100,60.92
2005-06-06,75.86,76.25,75.58,76.16,1611100,60.78
2005-06-03,76.59,76.85,75.75,76.00,2305500,60.65
2005-06-02,77.01,77.12,76.34,76.57,2219200,61.10
2005-06-01,76.78,77.80,76.46,77.00,2085900,61.45
2005-05-31,77.01,77.28,76.65,76.65,3337000,61.17
2005-05-27,76.93,77.45,76.93,76.98,1511700,61.43
2005-05-26,77.80,77.80,76.55,76.98,3051300,61.43
2005-05-25,78.18,78.18,76.99,77.06,2589800,61.49
2005-05-24,78.12,78.48,77.95,78.19,2263500,62.40
2005-05-23,77.30,79.23,77.10,78.53,2962500,62.67
2005-05-20,77.80,77.80,76.35,77.06,3465200,61.49
2005-05-19,78.10,78.18,77.56,77.86,2191900,62.13
2005-05-18,76.98,78.41,76.75,78.10,2247300,62.32
2005-05-17,76.05,77.15,75.75,77.01,2414300,61.12
2005-05-16,75.97,76.65,75.67,76.42,1931800,60.65
2005-05-13,76.07,76.28,75.09,75.61,2553700,60.01
2005-05-12,77.24,77.25,75.66,75.78,2371700,60.14
2005-05-11,76.79,77.08,76.00,76.99,2806200,61.10
2005-05-10,77.58,77.58,75.99,76.61,3866900,60.80
2005-05-09,77.18,77.73,76.80,77.73,2310700,61.69
2005-05-06,77.58,78.24,77.17,77.33,2286200,61.37
2005-05-05,77.35,77.95,77.10,77.47,2600200,61.48
2005-05-04,76.70,77.63,76.18,77.35,3013100,61.39
2005-05-03,76.84,77.29,76.27,76.76,3141600,60.92
2005-05-02,76.47,77.14,76.25,76.88,2834500,61.02
2005-04-29,75.71,76.60,74.95,76.47,2955800,60.69
2005-04-28,75.90,76.02,75.11,75.23,3213400,59.71
2005-04-27,75.87,76.84,75.27,76.60,2750200,60.79
2005-04-26,77.52,77.83,76.13,76.13,2724900,60.42
2005-04-25,77.67,78.23,77.21,77.51,2461300,61.52
2005-04-22,77.91,77.92,76.38,77.06,2715800,61.16
2005-04-21,76.90,78.22,76.31,77.89,3657800,61.82
2005-04-20,77.17,77.60,75.50,75.90,4921700,60.24
2005-04-19,76.50,78.20,76.50,76.93,7149900,61.06
2005-04-18,80.00,80.01,75.38,75.90,13236700,60.24
2005-04-15,82.39,82.48,80.51,80.86,4636300,64.17
2005-04-14,83.90,83.93,82.16,82.38,3206600,65.38
2005-04-13,84.97,85.35,83.80,84.22,2294600,66.84
2005-04-12,84.24,85.47,83.53,85.25,2307000,67.66
2005-04-11,84.75,84.88,84.19,84.47,1588000,67.04
2005-04-08,85.00,85.35,84.50,84.55,1660700,67.10
2005-04-07,85.10,85.40,84.79,85.16,2131900,67.59
2005-04-06,85.00,85.62,84.76,84.82,2333500,67.32
2005-04-05,84.68,85.00,83.85,84.47,2863200,67.04
2005-04-04,85.23,85.42,84.57,84.70,2448700,67.22
2005-04-01,86.00,86.21,85.07,85.12,2293700,67.56
2005-03-31,85.95,86.59,85.57,85.69,2609400,68.01
2005-03-30,84.85,86.08,84.85,85.98,1999000,68.24
2005-03-29,85.18,86.06,84.60,84.65,2752700,67.18
2005-03-28,85.29,85.76,85.12,85.17,1561300,67.60
2005-03-24,85.25,85.65,84.89,85.28,1843600,67.68
2005-03-23,85.15,85.50,84.62,85.07,2366300,67.52
2005-03-22,85.48,86.70,85.34,85.38,2086700,67.76
2005-03-21,86.00,86.20,85.31,85.67,1695300,67.99
2005-03-18,86.40,87.05,85.56,86.16,5264900,68.38
2005-03-17,85.87,86.46,85.43,85.97,1995800,68.23
2005-03-16,85.65,86.89,85.65,86.00,2758900,68.25
2005-03-15,86.00,86.76,85.86,85.86,2199300,68.14
2005-03-14,85.75,86.50,85.26,85.90,2579700,68.17
2005-03-11,86.65,86.99,85.51,85.63,2396200,67.96
2005-03-10,86.10,86.78,85.24,86.65,2523500,68.77
2005-03-09,86.20,86.82,86.05,86.12,2563800,68.35
2005-03-08,86.41,86.87,86.10,86.38,2697000,68.56
2005-03-07,86.46,87.45,86.35,86.71,3619900,68.82
2005-03-04,85.21,86.68,85.11,86.46,2906800,68.62
2005-03-03,84.97,84.97,83.52,84.90,2412900,67.38
2005-03-02,84.40,85.10,84.02,84.56,2182400,67.11
2005-03-01,83.95,85.00,83.66,84.47,2289900,67.04
2005-02-28,84.60,84.64,83.74,83.94,2163300,66.62
2005-02-25,84.20,84.89,83.69,84.60,2252100,67.14
2005-02-24,83.78,84.27,82.97,84.27,2692200,66.88
2005-02-23,83.68,84.29,83.41,83.92,3078400,66.60
2005-02-22,85.40,85.85,83.85,84.06,2989400,66.38
2005-02-18,85.78,86.50,85.50,85.55,2957100,67.56
2005-02-17,86.48,86.80,85.71,85.71,2913700,67.68
2005-02-16,85.50,86.98,85.37,86.80,2962300,68.54
2005-02-15,85.00,86.07,84.72,85.99,3753600,67.91
2005-02-14,84.47,84.95,84.15,84.61,2012500,66.82
2005-02-11,83.98,84.52,83.24,84.04,2578100,66.37
2005-02-10,83.39,84.08,83.35,83.90,1915300,66.25
2005-02-09,84.34,84.37,83.20,83.35,1780800,65.82
2005-02-08,83.55,84.60,83.27,84.34,2020000,66.60
2005-02-07,84.05,84.50,83.76,83.88,1715200,66.24
2005-02-04,83.55,84.21,83.42,84.08,2451300,66.40
2005-02-03,83.40,83.68,82.95,83.34,2314400,65.81
2005-02-02,83.77,83.79,83.21,83.34,2908000,65.81
2005-02-01,84.35,84.70,83.80,84.08,3010200,66.40
2005-01-31,83.60,84.50,83.60,84.36,2800700,66.62
2005-01-28,82.89,83.40,82.79,83.25,2046600,65.74
2005-01-27,83.00,83.50,82.44,82.89,2564100,65.46
2005-01-26,82.97,83.91,82.97,83.42,2919500,65.88
2005-01-25,82.15,83.02,82.01,82.82,3480400,65.40
